battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
931,1,2.4,1,5,0,36,0.6,153,8,4,282,1218,1804,10,3,13,1,0,0,1
1774,0,2.8,0,16,0,12,0.3,174,2,18,947,687,2957,6,0,19,1,1,1,2
867,1,2.2,0,12,0,21,0.9,130,3,6,423,1720,417,8,6,9,1,0,0,0
585,1,1.6,0,18,0,39,1.0,131,1,20,349,1097,390,6,11,11,0,1,1,0
1503,1,2.4,0,2,1,64,0.3,190,6,12,765,895,343,6,13,8,1,1,1,0
1701,0,1.6,0,12,0,60,0.3,153,8,9,1900,1548,3211,5,6,11,1,0,0,3
1952,0,1.5,1,0,1,60,0.3,116,5,1,937,1931,1157,9,9,18,0,1,0,2
1891,1,1.8,0,7,0,54,0.4,80,2,5,1884,1008,3217,16,3,14,0,0,1,3
680,1,1.3,1,0,1,38,0.9,179,2,1,1621,1575,3792,17,13,2,0,1,0,3
1658,1,0.8,1,8,0,42,0.6,155,1,17,854,1533,2739,8,3,13,1,1,1,2
1769,0,1.5,1,16,0,48,0.2,155,4,2,1767,1234,3945,11,16,9,1,1,0,3
1547,0,0.8,1,13,0,47,0.5,114,6,2,682,1706,3734,17,3,12,1,1,0,3
1729,0,1.5,0,6,1,42,0.2,102,2,2,983,691,2961,15,12,12,0,0,1,3
1756,0,1.9,0,8,1,10,0.5,139,7,20,1334,1815,3262,18,6,13,0,1,0,3
1169,1,2.8,1,7,1,57,0.5,171,3,20,1155,1105,2514,11,18,18,1,1,1,2
560,0,0.6,1,14,1,2,0.7,116,5,15,1625,567,1075,7,5,18,1,0,0,0
1184,0,2.1,0,5,1,28,0.6,143,6,1,319,1983,640,7,18,20,0,0,0,0
802,1,1.6,1,1,0,29,0.9,200,5,10,977,1659,1684,15,15,13,1,1,1,1
670,1,0.6,1,10,0,64,0.1,106,4,19,1303,1723,2034,5,8,7,1,1,0,2
687,0,1.1,1,16,1,7,0.8,107,3,2,648,720,1565,11,9,5,1,1,0,1
1546,0,0.8,0,9,1,31,0.1,108,4,16,1700,1625,637,10,6,18,0,0,0,1
1256,1,1.0,0,4,0,24,0.4,190,2,0,591,1546,2145,18,8,19,1,1,0,2
1309,1,1.2,0,0,1,8,0.9,143,3,16,590,1853,2122,19,8,2,0,0,0,1
1617,1,1.5,0,18,1,16,0.7,191,7,11,640,1057,3825,12,2,6,0,0,0,3
1322,1,1.8,0,15,0,28,0.3,194,8,18,1326,1890,3827,13,6,14,0,0,0,3
1445,1,0.5,0,3,1,59,0.5,130,7,8,231,1560,2560,10,16,5,0,0,0,2
629,0,0.9,0,1,1,26,0.7,86,3,16,280,880,3439,16,18,2,1,0,0,2
1776,0,0.7,0,2,0,57,0.9,116,3,17,1526,820,1427,9,1,20,0,1,0,2
1173,1,1.9,0,7,1,48,0.7,145,1,6,406,1854,3884,16,13,3,1,1,0,3
732,0,1.3,0,16,1,53,0.1,126,3,13,205,1466,3780,18,4,6,0,1,1,2
1719,0,1.9,0,3,1,55,0.5,80,5,9,517,677,725,7,12,20,1,1,1,0
1601,0,1.1,1,16,1,46,0.2,199,3,9,781,688,2877,8,11,3,0,0,0,2
579,1,0.6,1,0,1,48,0.1,116,6,16,64,1740,1969,10,16,17,1,0,0,0
789,0,2.9,1,14,1,11,0.6,154,1,4,1637,754,1251,17,13,12,1,1,1,0
523,0,0.8,1,5,1,47,0.8,194,4,2,230,828,1798,14,15,12,0,1,1,1
906,0,0.8,0,19,0,5,0.1,145,3,10,792,1421,3649,7,15,17,0,0,1,3
649,0,0.9,1,9,0,48,0.8,164,4,17,396,1794,3715,10,12,2,0,0,0,3
1564,1,3.0,0,5,0,43,0.7,84,1,3,578,1004,1544,14,7,3,1,0,1,0
1283,0,2.0,1,4,0,49,0.8,164,4,7,88,1497,1984,19,6,5,1,1,1,1
1970,1,2.0,0,16,1,42,0.3,182,7,14,1859,1554,2188,11,6,11,0,0,0,3
1624,0,3.0,0,8,1,25,0.5,191,7,10,1838,1399,3001,6,6,20,0,0,0,3
1417,1,0.7,0,7,0,25,0.2,90,3,12,248,1527,2049,6,5,3,0,0,1,1
1263,1,2.9,0,14,0,39,0.3,107,4,11,386,841,1737,5,5,9,0,0,1,1
581,1,1.0,1,10,1,31,0.4,85,6,17,1735,1431,3713,6,10,10,1,1,1,3
605,1,2.1,1,13,0,23,0.4,191,4,18,813,505,1651,11,5,5,0,0,1,0
1424,0,1.6,0,8,1,32,0.3,113,5,9,121,1595,1250,9,6,8,1,0,1,0
506,1,1.5,0,1,0,35,0.3,144,3,9,266,1687,1479,9,13,5,0,0,1,0
563,1,2.8,1,0,0,17,0.9,137,7,5,810,1690,1503,16,6,4,1,1,0,0
828,1,0.9,1,0,0,42,0.8,163,6,9,1094,544,2333,12,2,11,0,1,0,1
1826,1,3.0,1,11,0,21,0.4,188,8,17,1238,1866,2726,15,0,19,0,0,0,3
1188,1,1.4,1,10,1,18,1.0,119,7,10,300,1151,758,13,14,9,1,1,1,0
1564,1,2.1,1,14,0,28,0.3,175,3,14,725,620,3574,8,18,14,1,0,1,3
1117,1,2.9,1,17,0,8,0.5,115,3,8,511,1301,1204,19,12,14,1,1,1,0
759,1,0.6,1,3,0,40,0.8,103,1,14,1048,1356,686,12,1,18,0,0,0,0
1056,0,2.8,0,19,0,48,0.5,92,5,14,630,1102,2757,17,10,17,1,0,1,2
637,0,1.9,1,18,1,62,0.3,125,6,11,400,1622,1041,6,5,19,1,0,1,0
1655,0,2.3,0,12,1,19,0.4,147,3,19,1598,1315,3063,17,6,17,0,0,1,3
775,0,0.9,0,10,1,35,0.6,174,1,18,1115,825,3804,15,17,19,1,1,1,3
1064,0,1.8,1,3,1,33,0.7,182,7,3,929,1429,2848,8,15,20,0,1,1,2
1970,0,2.2,0,3,0,48,0.5,143,2,4,263,895,3165,16,13,16,0,1,1,3
1387,0,1.6,1,0,0,41,0.5,129,5,20,138,677,2107,16,9,11,1,0,0,1
1187,0,0.9,1,12,1,52,0.3,101,1,8,1561,900,1551,18,10,7,1,1,1,0
1314,1,1.1,0,8,1,55,0.6,190,1,6,1899,1857,2551,8,17,12,1,0,0,3
1676,1,2.6,0,3,1,9,0.3,127,8,16,1144,1357,1594,18,12,17,1,1,1,1
881,1,0.6,1,2,0,24,0.9,172,6,12,76,976,3535,16,11,16,0,1,1,2
1454,0,2.3,1,1,1,43,0.8,155,1,2,945,1048,2013,10,1,11,0,1,0,1
1809,0,3.0,1,12,1,36,0.5,192,1,1,549,1788,2123,10,18,3,0,0,1,2
1358,1,0.5,0,13,0,32,0.8,197,4,16,107,1498,2778,8,15,7,0,1,0,2
1169,0,0.9,1,12,0,12,0.1,165,6,16,279,1659,964,12,6,12,1,0,1,0
717,1,2.2,0,2,1,38,0.4,160,4,7,980,1414,2355,18,4,9,1,1,1,1
872,0,0.6,0,0,0,48,0.5,96,7,18,837,1987,3077,17,18,10,0,1,0,2
1919,0,2.0,0,2,1,4,0.5,81,6,2,1105,1485,3161,7,18,7,0,1,0,3
1311,1,2.2,0,15,1,39,0.8,146,5,18,1359,1100,1097,6,7,3,0,1,1,0
952,0,2.0,1,14,0,59,1.0,165,3,1,520,878,458,5,4,10,0,0,1,0
1127,0,1.4,1,5,0,38,0.4,170,6,13,561,569,982,14,15,10,0,0,0,0
1367,1,2.2,0,1,1,62,0.4,110,7,17,1328,1650,3321,9,11,16,0,0,0,3
1306,0,2.0,1,6,0,24,0.6,140,1,13,386,1898,1249,16,17,4,1,1,0,0
1549,1,1.0,0,16,1,2,0.4,184,6,16,150,1495,473,16,10,11,1,1,0,0
886,0,1.9,1,2,0,44,0.2,91,8,7,1673,1230,2491,7,10,18,0,1,1,2
1473,0,2.7,0,15,0,15,1.0,126,4,6,409,695,3553,15,2,7,0,1,1,3
1164,1,2.2,0,9,1,2,0.8,194,7,5,237,1465,1096,16,11,8,0,0,0,0
1910,0,1.7,1,2,1,13,1.0,104,3,2,1446,800,417,19,6,3,1,0,1,0
736,1,1.3,1,18,1,60,0.3,118,2,5,1042,1432,780,15,3,12,0,1,1,0
722,1,0.7,1,10,1,51,0.1,136,7,5,288,951,734,10,14,18,1,1,1,0
1192,1,1.1,1,13,1,19,0.5,163,3,15,1667,1797,1021,19,6,11,0,1,0,1
1262,0,0.5,0,1,1,39,0.9,110,7,4,481,1903,930,9,4,9,0,0,0,0
1536,1,3.0,0,7,1,23,0.2,175,3,3,1325,851,2640,17,18,16,0,1,1,2
1106,1,1.1,1,12,0,13,0.2,108,4,15,1276,989,1090,10,18,10,0,1,0,0
1870,1,2.5,1,12,0,64,0.2,124,6,11,1626,1882,2308,19,9,9,0,0,0,2
1211,0,0.9,0,1,1,53,0.8,149,3,4,1429,529,1759,16,5,16,1,1,1,1
694,1,1.2,0,12,1,24,0.8,81,7,14,1378,1274,2705,13,3,7,1,1,0,2
678,0,1.5,1,18,1,24,0.7,172,1,4,100,712,2709,8,11,18,0,0,1,1
1960,1,1.3,0,15,1,53,0.1,160,1,16,1839,1148,2475,7,11,7,0,1,1,3
701,0,2.5,0,4,1,31,0.8,181,1,0,248,548,3597,19,11,11,0,1,0,2
1921,1,2.9,1,18,1,25,0.5,113,3,12,497,710,990,17,14,6,1,1,1,1
917,1,2.7,0,13,0,26,0.2,128,1,12,874,1103,2219,12,8,14,0,1,1,2
640,0,0.9,0,1,0,30,0.4,188,4,7,565,590,1731,18,12,10,0,1,0,1
957,1,2.4,1,2,0,34,0.6,88,1,14,1162,1694,2249,16,12,6,1,1,0,2
1422,1,0.9,0,18,1,4,0.4,139,7,7,103,1366,779,10,15,16,1,1,1,0
1141,0,2.8,1,4,1,32,1.0,138,2,13,889,1175,1451,17,14,19,1,1,1,1
1678,0,1.8,1,1,0,29,0.5,134,8,4,685,1208,3778,16,0,2,0,0,1,3
1416,1,1.3,0,9,0,19,0.4,132,7,11,1268,1757,3252,12,11,12,1,1,0,3
1101,0,0.9,1,10,0,24,0.7,170,6,15,1019,1767,1850,5,18,15,0,0,0,2
1451,0,0.5,1,11,0,28,0.7,103,7,20,1482,571,669,16,10,15,0,0,1,0
1957,1,1.1,0,13,0,25,0.1,187,7,7,322,1527,2683,10,10,6,1,0,1,2
1117,0,2.8,1,19,0,59,0.7,188,7,9,1862,1204,1383,10,11,4,0,1,0,1
730,1,2.5,0,15,1,35,0.3,101,5,10,768,1673,1489,15,10,11,1,1,1,0
1113,0,2.9,0,0,1,33,0.4,197,5,18,686,1679,619,17,7,14,1,0,1,0
1760,1,0.8,1,1,0,18,0.7,111,4,20,1075,1561,1338,6,18,7,1,1,0,1
826,0,2.0,1,0,0,59,0.6,86,5,13,319,1511,1057,17,1,9,0,0,1,0
1923,1,1.1,1,7,1,3,0.4,128,4,17,1597,817,383,9,15,12,1,1,1,0
1382,1,1.9,1,7,1,36,0.3,176,1,1,517,1778,2451,13,3,10,1,0,0,2
1402,0,1.3,1,18,1,12,0.6,182,8,15,1818,1550,3884,18,3,11,0,1,1,3
975,0,1.2,0,7,1,50,0.4,158,6,17,290,910,727,8,11,14,1,0,0,0
1880,1,1.9,0,0,0,25,0.9,178,6,15,1694,848,452,8,12,20,1,1,0,0
554,1,1.0,1,17,1,20,0.6,111,3,12,773,1250,632,19,17,17,0,1,1,0
948,1,1.7,1,5,1,5,0.9,186,7,18,1191,1013,2299,10,5,2,1,0,0,1
1127,0,2.1,0,18,1,51,0.5,156,5,13,1711,1514,3347,19,0,8,1,1,1,3
1215,1,0.8,0,15,1,26,0.8,96,1,17,253,1109,1414,10,4,2,0,1,1,1
1211,1,2.8,1,17,0,18,0.2,95,8,3,680,752,698,14,10,18,1,1,1,0
721,0,1.8,0,16,0,55,0.4,112,8,13,1859,1092,615,12,6,14,1,1,0,0
838,0,2.5,0,2,1,3,0.2,88,7,9,291,1722,2531,19,4,6,1,0,1,1
642,0,2.1,1,12,0,31,0.1,114,4,18,201,1745,1591,13,17,17,1,1,0,0
1358,1,2.3,0,8,0,12,0.9,200,2,18,1024,966,1573,12,10,12,0,1,0,1
1026,0,2.3,1,12,0,9,0.7,109,1,17,48,1692,1149,11,12,2,0,1,0,0
1348,0,2.7,1,14,1,3,0.7,157,6,4,1945,639,3611,10,14,4,1,1,1,3
1384,1,2.0,1,10,0,13,0.6,198,8,10,1772,1975,1659,11,7,17,1,0,1,2
1553,0,1.2,1,6,0,61,0.6,110,1,0,369,1647,2904,11,13,7,0,0,0,3
1320,1,0.7,1,18,1,30,0.7,164,6,20,338,561,3034,16,18,11,0,0,1,3
1471,1,2.0,1,13,1,64,0.8,134,1,5,1525,1556,478,5,13,19,1,1,1,1
1380,1,0.7,0,17,0,18,0.6,114,7,13,1021,1240,1185,12,5,7,1,0,0,1
1478,1,1.1,1,4,1,50,0.8,194,1,10,1614,1824,3607,13,14,2,0,0,1,3
1424,1,0.7,1,16,1,7,0.4,159,8,18,1897,859,3560,16,4,3,1,0,1,3
974,1,1.9,0,6,0,8,1.0,133,2,17,787,1837,1805,14,1,19,0,1,1,1
869,1,0.9,0,9,0,3,0.1,178,4,16,497,1805,840,11,8,13,1,1,0,0
1681,0,2.0,0,17,1,58,0.4,188,6,13,1214,917,1372,6,9,8,1,0,0,1
1014,0,2.5,0,7,0,44,0.9,174,7,2,1245,1148,3809,10,8,3,1,0,1,3
1323,1,2.6,0,5,0,48,0.3,185,3,19,847,1461,2774,8,4,15,0,1,0,2
795,0,1.3,1,18,1,60,0.2,118,8,1,586,860,538,8,5,2,0,1,1,0
1147,1,1.9,0,19,0,22,0.4,121,1,9,514,1997,2943,15,17,3,0,1,1,2
1294,1,1.9,0,6,0,47,0.5,108,4,7,1022,786,805,12,5,13,0,1,1,0
1439,1,1.7,0,6,0,33,0.9,164,8,8,835,865,1391,16,14,14,1,1,0,1
1289,0,2.1,0,4,0,36,0.9,177,3,20,897,1250,2058,7,4,12,1,1,1,1
1040,0,1.0,1,0,0,43,0.5,159,5,4,186,1208,1572,19,2,19,0,0,1,1
1942,0,2.9,0,11,0,31,1.0,152,4,12,1727,575,2869,12,1,7,1,1,1,3
1269,1,0.7,1,5,1,3,0.7,173,4,4,1386,1864,841,8,4,12,1,0,1,1
1712,1,2.6,0,16,1,6,0.9,101,7,19,1802,859,3538,10,15,7,1,1,0,3
1605,1,2.0,0,3,1,33,0.3,124,5,15,1626,654,2477,17,8,8,1,1,0,1
1337,1,1.1,1,12,0,37,0.5,165,6,8,1213,1278,1399,15,13,4,0,0,1,1
1829,1,2.4,0,10,0,48,0.1,86,5,1,602,1891,3837,7,18,17,0,0,0,3
692,1,0.7,1,12,0,38,0.1,190,8,3,1282,503,2046,19,0,15,1,0,0,0
1881,0,2.4,1,2,1,13,0.7,100,4,5,1110,1231,1815,6,2,15,1,0,1,2
1775,1,2.0,1,9,1,25,0.2,175,7,8,1811,1865,335,9,17,4,1,0,0,1
1255,0,0.8,0,12,1,29,0.6,154,5,18,455,1838,3984,15,10,4,1,1,1,3
1600,1,0.7,0,6,1,63,0.7,182,7,2,50,756,3424,12,11,16,0,1,1,3
1280,1,2.4,0,17,1,35,0.1,173,8,12,249,1431,916,11,6,14,1,1,0,1
903,0,1.2,0,10,0,42,0.5,142,2,7,343,1753,3803,18,15,2,0,1,0,2
1699,1,2.7,0,7,0,48,0.7,171,3,0,1301,1506,3235,16,12,14,1,1,0,3
868,0,2.4,1,0,1,24,0.9,121,3,13,287,1485,1831,19,4,20,1,1,1,1
971,1,2.2,0,3,1,62,0.4,150,4,14,262,1658,3729,9,12,16,1,0,0,3
1278,0,1.2,1,9,0,44,1.0,190,4,20,778,1179,2348,17,0,7,0,0,1,1
1756,0,2.3,0,8,0,55,0.9,90,1,10,1533,600,2831,8,4,8,1,0,1,3
1075,1,2.9,0,17,1,49,0.7,123,8,6,832,1458,941,17,3,16,1,0,0,0
1241,0,0.7,1,15,1,41,0.5,82,7,17,532,1441,665,13,14,9,0,1,1,0
562,1,1.3,0,3,1,3,0.7,144,5,5,557,1776,2231,13,13,15,1,0,1,1
673,1,1.1,0,11,1,38,0.8,174,3,14,1605,1884,1478,6,1,20,1,0,1,1
583,0,1.5,1,9,1,10,0.4,84,7,19,849,1006,3930,18,17,9,0,1,1,3
608,0,2.4,1,2,1,40,1.0,146,3,0,722,1933,576,9,15,12,0,0,1,0
1802,0,1.7,1,13,0,46,0.9,130,3,19,1516,514,3111,13,8,11,1,1,0,3
1762,0,1.9,1,10,0,36,0.5,174,8,4,723,1951,2508,7,4,11,0,0,1,3
1732,0,1.3,1,1,1,21,0.8,106,8,10,699,705,3545,18,7,3,1,1,0,3
583,1,0.9,1,9,0,5,0.6,99,5,5,1471,1468,3992,9,11,20,0,1,1,3
616,0,1.2,1,14,0,44,0.8,91,2,3,642,1524,3514,16,11,12,0,1,1,2
920,1,2.6,0,6,1,45,0.8,129,1,14,1000,1449,1658,16,6,6,1,0,0,1
1347,0,2.0,1,7,0,32,0.1,138,8,10,1303,1985,2859,13,1,12,1,1,1,3
1001,1,1.4,0,2,0,47,0.2,191,3,10,394,1328,865,6,11,9,0,1,1,0
1231,1,2.5,0,4,0,51,0.4,136,6,10,251,697,2074,9,13,17,1,0,1,2
759,0,0.7,0,19,0,34,0.9,100,3,15,1667,1410,1261,14,5,16,0,0,1,1
1596,1,1.1,1,12,1,5,0.5,164,4,20,582,936,1192,13,12,9,1,0,1,0
970,0,1.1,0,3,1,56,0.9,87,8,10,667,1417,2392,13,10,15,0,0,1,1
599,0,3.0,1,9,1,31,0.5,121,5,3,1156,1070,731,8,9,2,1,1,0,0
1614,1,2.3,0,3,1,44,0.4,159,4,6,201,563,2385,13,0,20,0,1,1,1
1854,1,2.0,1,8,1,59,0.9,110,4,10,89,1455,1756,6,5,11,1,1,0,2
522,0,0.5,1,2,0,24,0.6,151,2,2,815,633,1116,12,7,14,1,1,0,0
1155,0,1.0,1,12,0,41,0.4,134,5,4,1898,991,2360,6,15,14,1,1,0,1
1740,0,2.1,0,11,0,3,0.1,195,5,4,1125,1428,3065,14,15,7,0,1,1,3
1559,0,1.4,1,12,0,57,0.2,114,1,20,1134,1820,2539,13,16,15,1,1,0,2
1784,0,2.8,0,8,1,5,0.2,189,4,8,1195,971,585,17,8,9,0,1,1,0
1122,0,2.4,1,5,0,36,0.4,155,6,18,1688,947,2359,11,6,14,1,1,1,1
1058,1,1.6,0,4,0,24,0.6,170,1,11,1638,951,2588,7,9,3,1,0,1,2
1563,0,2.4,1,4,0,4,0.4,100,8,10,47,1362,2814,8,15,4,0,1,1,2
730,1,2.9,1,8,0,31,0.2,82,7,19,1061,789,1849,17,11,19,0,0,0,1
859,1,1.7,1,9,1,60,0.3,168,6,14,1071,1290,611,19,11,15,0,1,1,0
1401,1,2.1,1,13,0,12,0.5,138,1,5,438,1700,732,5,8,4,0,0,1,0
1502,0,2.8,0,1,0,20,1.0,117,5,5,1912,620,1498,15,13,6,1,1,1,1
679,1,1.1,1,5,0,13,0.5,188,8,13,513,1945,2630,12,16,12,1,0,1,1
1262,1,2.7,0,17,0,9,0.2,119,1,0,1635,1297,3022,8,12,2,0,1,1,3
1047,0,0.7,1,18,1,16,0.6,132,7,3,197,1441,2775,12,7,9,1,1,1,2
1252,1,2.1,0,18,0,38,0.9,167,7,1,1180,1425,1424,19,15,8,0,0,1,1
1937,0,2.5,1,6,0,51,0.8,196,1,14,1443,1917,1902,7,17,4,0,1,0,3
614,1,2.0,1,2,0,45,0.9,188,2,9,988,1496,431,17,15,7,1,0,1,0
1993,0,1.7,1,3,0,50,0.9,158,6,0,207,1824,3242,6,16,7,1,0,1,3
1174,1,2.0,1,2,0,47,0.7,93,8,15,243,928,1578,15,5,3,1,1,0,1
1658,0,0.9,0,19,1,26,1.0,93,7,13,1187,826,2162,6,8,14,1,0,1,2
1136,0,1.0,1,17,0,58,0.1,163,5,15,1691,1464,1938,5,4,7,0,0,0,1
966,0,1.2,1,16,0,12,0.9,141,5,3,1170,730,1325,5,6,2,1,1,1,1
1655,0,2.0,1,14,0,46,0.9,96,5,18,197,666,885,17,13,2,0,0,0,0
1531,0,1.6,1,6,0,8,0.9,164,5,3,1540,817,3825,13,12,20,0,1,1,3
716,0,1.1,1,9,0,50,0.5,194,7,11,900,906,703,15,0,4,0,0,1,0
1558,0,2.7,0,16,1,7,0.8,87,1,11,146,644,3789,7,14,19,1,0,0,3
1629,1,1.4,1,16,0,15,0.3,179,2,4,721,1592,679,18,3,5,0,0,0,0
1081,1,1.6,1,10,1,26,0.6,121,1,7,397,1373,613,17,3,3,1,0,1,0
1888,1,1.5,1,16,1,45,0.4,128,7,1,1934,800,3636,12,10,12,0,1,1,3
1461,1,1.0,0,6,0,4,0.6,166,6,9,1783,923,3797,18,4,18,1,0,0,3
1000,0,2.3,1,8,1,18,0.7,109,1,14,208,1893,3607,7,18,3,0,1,1,2
516,0,1.6,1,16,0,23,0.4,99,1,6,1122,1868,3158,9,2,8,1,0,0,2
1512,0,0.5,0,7,1,48,0.3,196,3,11,13,684,2099,5,2,16,1,1,0,2
813,0,2.9,0,15,0,62,0.4,122,2,20,897,1419,655,7,14,3,1,0,0,0
1634,0,2.5,0,9,0,40,0.7,100,5,4,305,984,2470,17,5,5,0,0,0,2
1287,1,2.3,1,5,0,33,0.7,163,4,6,1466,1039,2199,11,13,7,1,1,0,2
1200,1,2.7,0,4,1,23,0.8,106,3,2,141,1399,3009,14,12,17,0,1,0,2
745,1,2.8,1,12,1,53,0.2,173,2,11,1769,1975,386,18,3,17,0,0,0,1
1567,0,1.3,1,9,0,8,0.8,88,6,4,453,1373,545,16,11,15,0,1,0,0
748,1,2.0,0,7,1,10,0.7,142,7,17,515,1928,2460,10,10,14,0,1,0,2
1126,0,2.0,0,14,1,14,0.1,128,6,6,1736,1729,3457,10,1,2,0,0,0,3
1754,0,1.2,0,0,1,18,0.4,195,7,13,1767,1667,3748,6,14,6,1,0,0,3
1880,0,1.1,1,1,0,31,0.5,143,8,3,188,1684,2384,17,16,19,1,0,0,2
1983,1,0.8,0,19,1,61,0.4,191,7,6,213,1686,1634,19,17,15,0,0,1,1
1937,0,2.1,0,13,0,42,0.2,110,6,3,1673,882,2022,12,1,6,0,0,0,2
1333,0,2.5,0,10,0,26,0.3,137,1,11,1917,1964,2159,12,3,15,1,0,0,2
800,0,2.4,0,0,0,15,0.1,178,3,0,958,1876,2573,17,15,15,0,0,1,1
1758,0,1.3,1,11,1,42,0.2,99,4,1,323,1400,1107,10,5,16,1,1,0,0
1702,0,1.0,1,8,1,17,0.3,192,6,10,299,1566,1711,11,11,20,1,1,1,2
1985,0,1.6,0,11,1,63,0.8,173,7,11,522,1819,2280,18,6,12,1,1,0,2
1476,0,1.9,0,0,1,32,0.6,161,6,6,1344,728,3440,10,4,3,0,1,0,3
712,0,2.8,0,11,0,36,0.5,109,3,9,189,597,3260,18,11,17,0,0,0,2
1254,0,2.7,1,11,0,58,0.7,178,7,8,1257,1992,3077,7,3,2,1,1,1,3
1172,0,2.8,0,5,1,21,0.6,181,6,15,1576,1330,1061,12,2,14,1,0,0,1
1764,1,2.6,1,1,1,31,0.2,115,7,9,281,1582,1777,12,10,17,0,0,0,1
1088,0,2.9,1,19,0,35,0.3,151,5,17,1930,1253,2327,9,3,4,1,1,1,2
992,1,1.7,0,14,0,19,0.3,87,6,4,1936,1275,3878,19,3,17,1,0,1,3
620,1,0.6,0,12,1,5,0.6,127,3,4,582,556,1583,12,14,17,1,0,1,1
1753,0,0.7,0,15,0,19,0.5,98,4,8,219,933,3693,18,10,14,1,1,0,3
1632,0,1.5,1,13,1,9,0.4,147,3,1,638,630,3055,8,10,8,1,1,0,2
561,0,1.1,0,2,1,44,0.6,146,3,14,506,1148,2628,10,2,5,0,1,1,1
1150,0,0.9,0,9,0,2,1.0,144,6,8,547,532,2883,12,3,15,0,1,1,2
1219,0,2.9,0,17,0,21,0.4,161,4,7,1813,1703,3224,13,7,4,1,1,1,3
1203,0,1.0,0,5,1,57,0.6,191,2,11,303,940,2871,8,7,14,1,0,0,2
1878,0,2.9,0,19,0,37,0.5,103,1,1,621,1610,2773,9,8,5,0,0,1,3
726,0,2.4,1,1,0,44,0.7,105,7,7,1544,580,1670,14,2,8,0,1,1,1
959,1,2.1,0,6,0,44,0.8,106,4,20,112,549,1857,9,17,11,0,1,0,0
771,0,2.2,0,7,1,20,0.8,192,5,13,119,1134,2499,16,6,5,1,1,1,1
866,1,1.3,0,12,1,41,0.3,91,8,12,591,1681,3413,12,15,17,1,0,0,2
1860,0,2.1,1,3,0,15,0.5,83,1,10,1897,1718,2693,19,7,15,0,1,0,3
1911,1,1.0,0,4,1,42,0.8,99,8,9,1646,1316,3953,8,8,2,0,1,1,3
566,0,2.8,0,13,0,45,0.4,173,6,19,1818,1420,2804,17,2,18,0,0,0,1
1448,1,1.3,0,5,0,57,1.0,150,6,19,1694,1532,1781,12,12,15,0,0,0,2
849,1,1.1,1,17,0,59,0.4,191,4,8,232,1510,2409,6,1,17,0,1,1,1
788,0,2.3,1,17,0,3,0.5,104,6,19,786,1611,2589,15,14,13,0,0,0,2
938,1,2.1,1,6,1,20,0.5,127,2,1,1038,547,3500,8,16,13,0,0,0,2
791,0,1.6,1,11,1,36,0.5,147,3,6,326,1142,1213,7,6,9,1,1,0,0
1235,0,2.1,1,6,0,22,0.9,88,8,6,1946,1758,1187,12,16,6,1,1,0,2
1993,1,0.9,0,6,1,40,0.2,191,3,14,1182,1159,1011,16,13,6,0,1,1,1
1379,1,2.2,0,13,1,55,0.6,177,6,12,1671,719,464,8,0,8,1,1,1,0
1584,0,1.2,0,5,1,18,0.7,97,8,9,507,1497,2782,14,3,7,1,1,1,2
1239,1,1.2,1,2,0,58,0.9,181,5,5,1402,953,3858,5,12,16,0,0,1,3
520,1,0.9,1,5,0,57,0.6,134,3,10,207,1266,2553,7,13,11,0,0,1,2
626,1,1.3,1,18,0,59,1.0,120,7,5,44,1274,483,16,1,9,0,1,0,0
903,0,1.3,1,5,0,6,0.9,194,7,10,1256,1543,1620,5,13,15,1,0,1,0
865,1,1.6,0,7,0,20,0.4,142,5,7,134,1894,3635,10,15,15,1,1,1,3
1760,0,1.0,0,12,0,9,0.9,107,1,18,541,1539,449,12,1,19,1,1,1,0
1765,1,1.0,0,2,0,9,1.0,177,4,15,1557,1996,2547,5,16,7,0,1,0,3
1781,1,1.9,1,5,1,5,0.3,166,4,3,975,528,1905,19,10,6,0,0,1,1
1456,1,0.8,1,3,1,29,0.6,103,2,19,738,1673,3694,12,11,2,0,1,0,3
1334,1,2.2,0,18,1,7,0.4,161,4,13,569,1125,2176,10,0,5,0,1,0,1
1473,1,2.9,0,18,0,20,0.7,156,2,7,1310,1593,2370,19,11,13,0,1,1,2
1110,0,1.6,1,15,1,63,0.2,113,6,11,1871,627,2959,13,8,17,0,1,1,3
1505,0,2.8,1,4,1,57,0.8,132,4,4,1449,1290,3329,15,7,13,1,0,1,3
1691,1,0.7,1,12,1,61,0.5,181,6,0,703,544,2185,6,14,20,0,1,0,2
1644,0,0.6,1,13,1,4,0.6,101,4,8,827,1497,2955,7,4,13,1,1,1,3
1420,1,2.3,0,17,1,43,0.1,167,6,16,202,824,3270,5,1,18,0,0,1,3
587,0,2.4,0,3,1,41,0.7,180,6,7,281,716,2221,12,9,7,0,1,1,1
1587,1,2.6,1,14,1,10,0.5,193,2,8,525,618,2936,17,14,8,0,1,0,3
1049,0,0.6,1,3,1,59,0.7,119,4,20,758,903,1615,18,2,17,1,1,1,0
1615,0,2.4,1,11,1,27,0.4,112,6,20,1941,1938,1584,13,18,14,1,0,0,2
1309,0,1.4,1,17,1,63,0.2,193,5,9,1708,1975,266,5,12,11,1,1,1,0
